operation,operationLabel,backend,pushes,cacheState,maintenanceMode,scoreMillis,scoreErrorMillis,p50Millis,p95Millis,p99Millis,activePacks,packPayloadBytes,packIndexBytes,smallPacks,smallPackRatioBasisPoints,storedExtensionBytes,unreachableLogicalBytes,maintenanceElapsedMillis,maintenanceStoredByteDelta,maintenancePackReduction,jgitDfsMidxExtensionAvailable,jdkVersion,jmhMode,latencySavingMillis,latencySavingPercent,breakEvenReads,beneficial
readAllRefs,Read all refs,hsqldb,10,warm,none,0.00037872537917405083,2.3006150743578762e-05,0.00031999999999999997,0.00035999999999999997,0.000712,10,95514,11588,10,10000,107269,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,hsqldb,10,warm,compact-only,0.0003814228016438614,5.799653108660283e-05,0.0003,0.00035,0.000861,2,95258,3012,2,10000,98409,8449,64.0,-8860,8,True,21.0.12.1,sample,-2.697422469810564e-06,-0.7122370504171861,,False
readAllRefs,Read all refs,hsqldb,10,warm,read-optimized,0.00044266629415406925,0.00036200201871260064,0.00029099999999999997,0.00033999999999999997,0.000551,2,95258,3012,2,10000,100661,8449,79.0,-6608,8,True,21.0.12.1,sample,-6.394091498001842e-05,-16.883187263411013,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,10,warm,none,0.49091177464788743,0.012584271054758782,0.45721599999999996,0.8335359999999999,1.052672,10,95514,11588,10,10000,107269,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,10,warm,compact-only,0.5654947391854291,0.0230044923524926,0.483328,1.0369024000000002,1.3139968000000006,2,95258,3012,2,10000,98409,8449,58.0,-8860,8,True,21.0.12.1,sample,-0.07458296453754171,-15.192743052667105,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,10,warm,read-optimized,0.6048233389325383,0.01933169245565387,0.497152,1.1366399999999999,1.5006105599999986,2,95258,3012,2,10000,100661,8449,89.0,-6608,8,True,21.0.12.1,sample,-0.11391156428465082,-23.20408068564974,,False
revisionWalk,Revision walk,hsqldb,10,warm,none,0.024548746942246104,0.0007411022210791962,0.023264,0.029504,0.040768,10,95514,11588,10,10000,107269,8449,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,hsqldb,10,warm,compact-only,0.023124292585420734,0.0005030481231562973,0.02224,0.024928,0.037952,2,95258,3012,2,10000,98409,8449,60.0,-8860,8,True,21.0.12.1,sample,0.00142445435682537,5.802554241063998,42122,True
revisionWalk,Revision walk,hsqldb,10,warm,read-optimized,0.023048854033424892,6.267503192001847e-05,0.022432,0.025504,0.035136,2,95258,3012,2,10000,100661,8449,82.0,-6608,8,True,21.0.12.1,sample,0.001499892908821212,6.109855270209479,54671,True
cloneStyleTraversal,Clone-style traversal,hsqldb,32,cold,none,0.24250237416821208,0.006130421133792009,0.23116799999999998,0.25088,0.3218636799999997,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,hsqldb,32,cold,compact-only,0.23120712000000002,0.006128283867101359,0.22016,0.236288,0.30976,2,311545,4944,2,10000,316628,33796,97.0,-33148,30,True,21.0.12.1,sample,0.01129525416821206,4.657791168830823,8588,True
cloneStyleTraversal,Clone-style traversal,hsqldb,32,cold,read-optimized,0.22745529223837793,0.006345017510797502,0.217088,0.232448,0.30173695999999994,2,311545,4944,2,10000,321240,33796,117.0,-28536,30,True,21.0.12.1,sample,0.015047081929834144,6.204921490540426,7776,True
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,32,cold,none,0.08958160871345495,0.0021260648884089363,0.085376,0.096512,0.12758656000000007,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,32,cold,compact-only,0.08701694001433921,0.002291847547563288,0.082304,0.094208,0.119808,2,311545,4944,2,10000,316628,33796,101.0,-33148,30,True,21.0.12.1,sample,0.0025646686991157436,2.8629411058238077,39382,True
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,32,cold,read-optimized,0.08641822479574832,0.0022317359282758996,0.081024,0.092928,0.13047679999999795,2,311545,4944,2,10000,321240,33796,119.0,-28536,30,True,21.0.12.1,sample,0.0031633839177066386,3.5312872398009363,37618,True
lookupMissingObject,Missing-object lookup,hsqldb,32,cold,none,0.0003058154524300494,5.5738764399988135e-06,0.00029,0.00031999999999999997,0.000441,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,hsqldb,32,cold,compact-only,0.00018963023026610508,4.245633152318818e-06,0.00017099999999999998,0.00020999999999999998,0.0003,2,311545,4944,2,10000,316628,33796,87.0,-33148,30,True,21.0.12.1,sample,0.00011618522216394432,37.99193966188478,748805,True
lookupMissingObject,Missing-object lookup,hsqldb,32,cold,read-optimized,0.00018557022219021208,3.4511167701836367e-06,0.00017099999999999998,0.00020999999999999998,0.00029,2,311545,4944,2,10000,321240,33796,113.0,-28536,30,True,21.0.12.1,sample,0.00012024523023983731,39.31954035819742,939747,True
lookupNewestObject,Newest-object lookup,hsqldb,32,cold,none,0.0036503405509629634,1.531427757473392e-05,0.003524,0.003744,0.005944,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,hsqldb,32,cold,compact-only,0.0036966716401291588,7.535724593883858e-05,0.003524,0.0038959999999999997,0.006376,2,311545,4944,2,10000,316628,33796,86.0,-33148,30,True,21.0.12.1,sample,-4.633108916619541e-05,-1.2692264877580592,,False
lookupNewestObject,Newest-object lookup,hsqldb,32,cold,read-optimized,0.0036656253841901645,2.1490686220053294e-05,0.003512,0.003784,0.006339839999999967,2,311545,4944,2,10000,321240,33796,118.0,-28536,30,True,21.0.12.1,sample,-1.528483322720117e-05,-0.4187234865845329,,False
lookupOldestObject,Oldest-object lookup,hsqldb,32,cold,none,0.003909284527305421,0.0004086802694127027,0.003656,0.003904,0.006165599999999977,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,hsqldb,32,cold,compact-only,0.003663368762641427,1.8489075888060744e-05,0.003524,0.0037519999999999997,0.006216640000000014,2,311545,4944,2,10000,316628,33796,96.0,-33148,30,True,21.0.12.1,sample,0.0002459157646639942,6.290556825586145,390378,True
lookupOldestObject,Oldest-object lookup,hsqldb,32,cold,read-optimized,0.0036620244614253518,1.653648391672417e-05,0.003512,0.0038039999999999997,0.006456,2,311545,4944,2,10000,321240,33796,122.0,-28536,30,True,21.0.12.1,sample,0.00024726006588006964,6.324944223246401,493408,True
readAllRefs,Read all refs,hsqldb,32,cold,none,0.00038218761613502693,5.7280699048050095e-06,0.000361,0.00041,0.000551,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,hsqldb,32,cold,compact-only,0.00038095237722406025,7.703573956762967e-06,0.00035099999999999997,0.00039999999999999996,0.000581,2,311545,4944,2,10000,316628,33796,89.0,-33148,30,True,21.0.12.1,sample,1.2352389109666776e-06,0.3232022333581493,72050840,True
readAllRefs,Read all refs,hsqldb,32,cold,read-optimized,0.00035499907138711534,5.734951459741229e-06,0.00033099999999999997,0.00037999999999999997,0.000571,2,311545,4944,2,10000,321240,33796,125.0,-28536,30,True,21.0.12.1,sample,2.7188544747911586e-05,7.113926145190918,4597525,True
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,32,cold,none,6.886202715596328,0.48125127655999556,6.242304,11.560550400000002,18.790481920000047,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,32,cold,compact-only,0.8979535915891628,0.046890215726414754,0.784384,1.4178304000000004,2.1843968000000045,2,311545,4944,2,10000,316628,33796,92.0,-33148,30,True,21.0.12.1,sample,5.988249124007165,86.96010517443207,16,True
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,32,cold,read-optimized,0.8526165988483693,0.04080086836390165,0.761856,1.3135871999999993,2.0692582400000026,2,311545,4944,2,10000,321240,33796,114.0,-28536,30,True,21.0.12.1,sample,6.0335861167479585,87.6184795298386,19,True
revisionWalk,Revision walk,hsqldb,32,cold,none,0.06909229001087858,0.00011722878632223589,0.067712,0.076544,0.086784,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,hsqldb,32,cold,compact-only,0.06612533472482268,0.0004967075369189,0.064384,0.07334399999999999,0.090624,2,311545,4944,2,10000,316628,33796,84.0,-33148,30,True,21.0.12.1,sample,0.0029669552860558945,4.294191559707672,28312,True
revisionWalk,Revision walk,hsqldb,32,cold,read-optimized,0.06328734203009513,0.00045385002768254414,0.062079999999999996,0.070656,0.07897599999999999,2,311545,4944,2,10000,321240,33796,122.0,-28536,30,True,21.0.12.1,sample,0.005804947980783445,8.401730467856048,21017,True
cloneStyleTraversal,Clone-style traversal,hsqldb,32,warm,none,0.26110845852749287,0.007076456717374035,0.245504,0.301952,0.385536,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,hsqldb,32,warm,compact-only,0.23850130612244888,0.006408646372833427,0.22988799999999998,0.251392,0.274432,2,311545,4944,2,10000,316628,33796,102.0,-33148,30,True,21.0.12.1,sample,0.02260715240504399,8.65814632453342,4512,True
cloneStyleTraversal,Clone-style traversal,hsqldb,32,warm,read-optimized,0.2306791147675848,0.006269724918246401,0.219904,0.238784,0.305536,2,311545,4944,2,10000,321240,33796,124.0,-28536,30,True,21.0.12.1,sample,0.03042934375990808,11.653909617295714,4076,True
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,32,warm,none,0.08992459608727148,0.00211468728827219,0.08588799999999999,0.09676799999999999,0.12236799999999999,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,32,warm,compact-only,0.09931839431616354,0.0026410364567206134,0.098816,0.111744,0.12339199999999999,2,311545,4944,2,10000,316628,33796,116.0,-33148,30,True,21.0.12.1,sample,-0.009393798228892067,-10.446305724604448,,False
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,32,warm,read-optimized,0.10103714923821142,0.0030586685452361974,0.096896,0.12185599999999999,0.14592,2,311545,4944,2,10000,321240,33796,139.0,-28536,30,True,21.0.12.1,sample,-0.011112553150939938,-12.357634767861786,,False
lookupMissingObject,Missing-object lookup,hsqldb,32,warm,none,0.00034018516288223744,0.00010153602927447055,0.000251,0.0003,0.0005409999999999999,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,hsqldb,32,warm,compact-only,0.0001943244127021602,6.02719948571157e-06,0.00017999999999999998,0.00020999999999999998,0.00035999999999999997,2,311545,4944,2,10000,316628,33796,101.0,-33148,30,True,21.0.12.1,sample,0.00014586075018007723,42.87687003873538,692442,True
lookupMissingObject,Missing-object lookup,hsqldb,32,warm,read-optimized,0.00032077832586593127,0.00036485804012889274,0.00015999999999999999,0.00018099999999999998,0.0003,2,311545,4944,2,10000,321240,33796,111.0,-28536,30,True,21.0.12.1,sample,1.940683701630617e-05,5.704786432153795,5719634,True
lookupNewestObject,Newest-object lookup,hsqldb,32,warm,none,0.004173751935024306,0.0004966298346895397,0.003704,0.0041199999999999995,0.006208,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,hsqldb,32,warm,compact-only,0.004237797686163958,0.0005953512107133351,0.003712,0.004024,0.006248,2,311545,4944,2,10000,316628,33796,89.0,-33148,30,True,21.0.12.1,sample,-6.404575113965177e-05,-1.5344886839634084,,False
lookupNewestObject,Newest-object lookup,hsqldb,32,warm,read-optimized,0.0039061134230448163,0.00022792631948673415,0.003724,0.004004,0.006056,2,311545,4944,2,10000,321240,33796,114.0,-28536,30,True,21.0.12.1,sample,0.0002676385119794898,6.412420195210552,425948,True
lookupOldestObject,Oldest-object lookup,hsqldb,32,warm,none,0.004141981362311802,0.0003582694549991047,0.0038439999999999998,0.004272,0.006344,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,hsqldb,32,warm,compact-only,0.003924547285708006,0.00024554569634199845,0.003712,0.004112,0.006286880000000004,2,311545,4944,2,10000,316628,33796,94.0,-33148,30,True,21.0.12.1,sample,0.00021743407660379608,5.249518469161763,432315,True
lookupOldestObject,Oldest-object lookup,hsqldb,32,warm,read-optimized,0.004061643365049028,0.0005157205098964133,0.0036639999999999997,0.0039759999999999995,0.005912,2,311545,4944,2,10000,321240,33796,102.0,-28536,30,True,21.0.12.1,sample,8.033799726277473e-05,1.939603060355997,1269636,True
readAllRefs,Read all refs,hsqldb,32,warm,none,0.0005249574218367947,0.0003133071195124702,0.00033,0.00037099999999999996,0.0007909999999999999,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,hsqldb,32,warm,compact-only,0.0004328974863290273,0.000268774266679144,0.000281,0.00033,0.000551,2,311545,4944,2,10000,316628,33796,98.0,-33148,30,True,21.0.12.1,sample,9.205993550776741e-05,17.53664805531374,1064524,True
readAllRefs,Read all refs,hsqldb,32,warm,read-optimized,0.0004685069871967331,0.00035246364115530253,0.00031,0.00037,0.00053,2,311545,4944,2,10000,321240,33796,127.0,-28536,30,True,21.0.12.1,sample,5.6450434640061616e-05,10.75333585008569,2249762,True
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,32,warm,none,0.4803086961753331,0.010228269726381734,0.449024,0.756736,1.0285567999999998,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,32,warm,compact-only,0.6572697028772753,0.01711796726608679,0.57856,1.097728,1.3064806399999997,2,311545,4944,2,10000,316628,33796,100.0,-33148,30,True,21.0.12.1,sample,-0.17696100670194215,-36.84318191843519,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,32,warm,read-optimized,0.7186885353925349,0.018125008078007807,0.669696,1.120256,1.353728,2,311545,4944,2,10000,321240,33796,132.0,-28536,30,True,21.0.12.1,sample,-0.23837983921720174,-49.630548252697665,,False
revisionWalk,Revision walk,hsqldb,32,warm,none,0.078327153046897,0.001254044498674296,0.075392,0.08851839999999991,0.13673216000000013,32,312505,37104,32,10000,349776,33796,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,hsqldb,32,warm,compact-only,0.072125157530928,0.0011231773779003652,0.070656,0.079744,0.10716160000000055,2,311545,4944,2,10000,316628,33796,91.0,-33148,30,True,21.0.12.1,sample,0.006201995515968992,7.918065798019822,14673,True
revisionWalk,Revision walk,hsqldb,32,warm,read-optimized,0.07183943046570765,0.0012033087425435392,0.06976,0.0832,0.125056,2,311545,4944,2,10000,321240,33796,119.0,-28536,30,True,21.0.12.1,sample,0.006487722581189348,8.282852534299234,18343,True
cloneStyleTraversal,Clone-style traversal,hsqldb,100,cold,none,0.8550712195121944,0.025634653336440556,0.8151039999999999,0.8642559999999999,1.189888,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,hsqldb,100,cold,compact-only,0.7262028152948805,0.019199925193671405,0.698368,0.7321599999999999,0.99648512,2,952358,10824,2,10000,963321,84490,216.0,-108220,98,True,21.0.12.1,sample,0.12886840421731394,15.071072593325205,1677,True
cloneStyleTraversal,Clone-style traversal,hsqldb,100,cold,read-optimized,0.7132562402555903,0.0188822180041615,0.688128,0.717824,0.97350656,2,952358,10824,2,10000,977117,84490,236.0,-94424,98,True,21.0.12.1,sample,0.14181497925660413,16.585165775724214,1665,True
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,100,cold,none,0.08972944416181182,0.0024056479127114888,0.084992,0.096,0.12688,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,100,cold,compact-only,0.08832699346299738,0.0025176135623728307,0.082816,0.105344,0.12430975999999977,2,952358,10824,2,10000,963321,84490,214.0,-108220,98,True,21.0.12.1,sample,0.0014024506988144364,1.5629771385693136,152591,True
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,100,cold,read-optimized,0.08611798808104897,0.0022810680005465505,0.081536,0.09612799999999999,0.122112,2,952358,10824,2,10000,977117,84490,246.0,-94424,98,True,21.0.12.1,sample,0.0036114560807628537,4.024828320846617,68117,True
lookupMissingObject,Missing-object lookup,hsqldb,100,cold,none,0.0007722904222909108,2.7155028401660005e-05,0.000701,0.000741,0.0011819999999999999,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupMissingObject,Missing-object lookup,hsqldb,100,cold,compact-only,0.00019708485111303846,4.4670761408014925e-06,0.00017999999999999998,0.00021999999999999998,0.000301,2,952358,10824,2,10000,963321,84490,197.0,-108220,98,True,21.0.12.1,sample,0.0005752055711778723,74.48047451781042,342487,True
lookupMissingObject,Missing-object lookup,hsqldb,100,cold,read-optimized,0.00019761011419249604,8.065268067713069e-06,0.00017999999999999998,0.00021099999999999998,0.00037,2,952358,10824,2,10000,977117,84490,250.0,-94424,98,True,21.0.12.1,sample,0.0005746803080984148,74.41246084519496,435025,True
lookupNewestObject,Newest-object lookup,hsqldb,100,cold,none,0.0037943659336761764,0.0003885269896539957,0.003532,0.0037719999999999997,0.00653496000000002,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupNewestObject,Newest-object lookup,hsqldb,100,cold,compact-only,0.0038296807866868357,0.0004188765121927772,0.003524,0.0038039999999999997,0.006104160000000032,2,952358,10824,2,10000,963321,84490,200.0,-108220,98,True,21.0.12.1,sample,-3.5314853010659335e-05,-0.9307181655103174,,False
lookupNewestObject,Newest-object lookup,hsqldb,100,cold,read-optimized,0.003999937670882694,0.0007605057713090003,0.003524,0.003744,0.006384,2,952358,10824,2,10000,977117,84490,233.0,-94424,98,True,21.0.12.1,sample,-0.00020557173720651793,-5.417815276644904,,False
lookupOldestObject,Oldest-object lookup,hsqldb,100,cold,none,0.004259967216888831,2.2051887098663996e-05,0.004084,0.004432,0.008547840000000084,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
lookupOldestObject,Oldest-object lookup,hsqldb,100,cold,compact-only,0.0037691320855022742,0.0003202760878153037,0.003516,0.003756,0.006028320000000007,2,952358,10824,2,10000,963321,84490,205.0,-108220,98,True,21.0.12.1,sample,0.0004908351313865564,11.52204010961912,417656,True
lookupOldestObject,Oldest-object lookup,hsqldb,100,cold,read-optimized,0.003757472423757353,0.00034807182389331624,0.003532,0.003764,0.006071679999999993,2,952358,10824,2,10000,977117,84490,245.0,-94424,98,True,21.0.12.1,sample,0.0005024947931314776,11.795743195847013,487568,True
readAllRefs,Read all refs,hsqldb,100,cold,none,0.00040237907378577633,8.35530728058261e-06,0.00037999999999999997,0.000421,0.0006,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
readAllRefs,Read all refs,hsqldb,100,cold,compact-only,0.00037803366218236206,1.0847895997106055e-05,0.000341,0.00039999999999999996,0.000601,2,952358,10824,2,10000,963321,84490,220.0,-108220,98,True,21.0.12.1,sample,2.4345411603414273e-05,6.050367225701104,9036611,True
readAllRefs,Read all refs,hsqldb,100,cold,read-optimized,0.0003841957470892632,1.6892522432202432e-05,0.000341,0.000401,0.000641,2,952358,10824,2,10000,977117,84490,229.0,-94424,98,True,21.0.12.1,sample,1.8183326696513116e-05,4.51895435948883,12593956,True
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,100,cold,none,15.196599838926177,1.68726868852094,13.303808,29.999104,35.848192,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,100,cold,compact-only,0.8960396227327689,0.031965102382864645,0.8642559999999999,1.140736,1.456291839999998,2,952358,10824,2,10000,963321,84490,198.0,-108220,98,True,21.0.12.1,sample,14.300560216193409,94.10368350663839,14,True
reopenAndLookupOldest,Reopen and oldest-object lookup,hsqldb,100,cold,read-optimized,0.8308454677118337,0.032380254041938436,0.765952,1.093632,1.474559999999998,2,952358,10824,2,10000,977117,84490,244.0,-94424,98,True,21.0.12.1,sample,14.365754371214344,94.53268838741401,17,True
revisionWalk,Revision walk,hsqldb,100,cold,none,0.24697887840088836,0.002274688008497556,0.24140799999999998,0.2605312000000002,0.3235225600000005,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
revisionWalk,Revision walk,hsqldb,100,cold,compact-only,0.21103271648602426,0.001832342482963615,0.20582399999999998,0.22297599999999998,0.32309759999999865,2,952358,10824,2,10000,963321,84490,187.0,-108220,98,True,21.0.12.1,sample,0.035946161914864105,14.554346569068722,5203,True
revisionWalk,Revision walk,hsqldb,100,cold,read-optimized,0.20095944408251903,0.001585196027815053,0.197376,0.210944,0.267776,2,952358,10824,2,10000,977117,84490,230.0,-94424,98,True,21.0.12.1,sample,0.04601943431836933,18.632943276903227,4998,True
cloneStyleTraversal,Clone-style traversal,hsqldb,100,warm,none,0.9173765224489786,0.02498554310577594,0.893952,0.9748479999999999,1.3331251199999972,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
cloneStyleTraversal,Clone-style traversal,hsqldb,100,warm,compact-only,0.7578676442048518,0.023065716232879396,0.726016,0.7874559999999999,1.0750566399999997,2,952358,10824,2,10000,963321,84490,205.0,-108220,98,True,21.0.12.1,sample,0.15950887824412685,17.387503859190836,1286,True
cloneStyleTraversal,Clone-style traversal,hsqldb,100,warm,read-optimized,0.7346007900588613,0.020057547943523466,0.7004159999999999,0.760832,1.0160435199999995,2,952358,10824,2,10000,977117,84490,269.0,-94424,98,True,21.0.12.1,sample,0.18277573239011735,19.92374209688615,1472,True
incrementalFetchTraversal,Incremental-fetch traversal,hsqldb,100,warm,none,0.09018096798934329,0.0024441549292541003,0.085632,0.09663999999999999,0.12454399999999999,100,955494,115880,100,10000,1071541,84490,0.0,0,0,True,21.0.12.1,sample,0.0,0.0,,False
